,tweets_cleaned,Topic,compound_sentiment
177,rt haissamx ever happen autom whatsapp facebook privaci daysofcod nocod lowcod noprivaci autom http,5,0.0
178,rt sleekalgo cloud function present new secur challeng cloud cloudcomput cloudfunct privaci secur technolog htt,3,0.0
179,ce head amazon googl twitter call feder privaci law discuss grow privaci concern user chang way busi http co lbu ytdsku,2,0.1779
180,state depart creat bureau reduc likelihood cyber conflict cybersecur phish malwar infosec cyberthreat ramsomwar hack databreach dataprotect privaci dataleak cyberattack http co qxjmgqugca http co l afx ngg,3,-0.3182
181,rt sattlert germani everyon switch whatsapp signal amp co privaci provid inform plu,5,0.0
182,rt phmai latest chang messag servic whatsapp privaci polici draw ire loyal user http co ykmmiwfk,5,0.4767
183,accord recent report motherboard secur research underthebreach found someon gotten hand databas facebook user phone number sell via telegram bot privacyright usamakhilji theciviley http co xisxjearel,7,0.5423
184,terrifi amount data facebook messeng collect data technolog datasci tech privaci dataanalyt bigdata machinelearn ai datavisu deeplearn datasci artificialintellig dataanalysi datacollect http co tpih esbht,3,0.0
185,de anonym answer privaci concern india non person data npd report kailash nadh kranthi mitra srujana merugi nutanc tanmaigo share practic concern teninthemorn even http co hqgw ry pl swiggytech zerodhaonlin http co fjycsnt vi,3,0.296
186,rt barterteam bartersmartplac uniqu blockchain trade platform guarante high level privaci secur brtr,3,0.0
187,trakintech agre delet whatsapp account switch telegram facebookthiefpersonaldata,5,0.0
188,happen convers eu citizen non eu citizen would lead indirect share data facebook http co w z edlrlh jeroentoelen leoexter privaci secur signalapp,3,0.296
189,rt brahyan onlyfan chile mexico bisexu telegram http co kefe vv,5,0.0
190,rt kuttrapali telegram revolut begin tomorrow tech fund techq trade setup stock index oi vol analysi news first invi,5,0.0
191,trump mnuchin part sneak attack financi privaci propos rule report cryptocurr transact crush innov insid say fortunemagazin http co qtdolur c gdpr privaci dataprotect dez blanchfield rwang dt akwyz dinisguarda http co rjktxirwef,2,-0.5719
192,exactli rule taxpay anoth corrupt crimin corrupt encrochat nca bulli privaci pritipatel,1,0.0
193,bueno ya sabemo c mo acab eso starwar whatsapp telegram http co adgqca,5,0.0
194,rt themasudreza googl privaci cannot co exist degoogl android gm phone switch googl free huawei sail,5,0.5106
195,rt cycloneprotocol cyclon protocol offici launch iotex io blockchain privaci power defi work http,2,0.0
196,rt thehackersnew whatsapp updat privaci polici term servic make data share facebook mandatori imp,4,0.296
197,never fan whatsapp becam part snoop fb find telegram instead far better app round,5,0.2354
198,spc team develop alway work extra safeti privaci crypto transact bcz take step necessari lead battl bitcoin btc xmr zec dash cybersecur cryptocurrencynew http co dgevdgdeh,5,0.0
199,telegram ge inc whatsappsiliyoruz http co vqayzb h,5,0.0
200,rt mirceacolceag got access maiar pleas join maiarapp telegram amp share feedback know yet,5,0.5267
201,rt nilambariip receiv hilari bang target post social media zuckerberg privaci polici privaci facebook htt,3,0.0
202,rotten appl want remov telegram even without consent let quick tutori stop chang devic set telegram appl iphon ipad freedom consent censorship http co ua tablnd,5,-0.3252
203,path least resist rare path wisdom amp social dilemma becom social catastroph appl privaci secur voiceofreason greatergood http co zp mi r cb,3,0.4019
204,rt madana hq race futur cloud servic focu confidentialcomput privaci madana right forefront sever year http co wgbn,3,0.0
205,rt raajputani either whatsapp suppos take back point whatsapp next nokia think telegram,5,0.0
206,rt blockchainnph powerke cryptocurr network make privaci easi user transact cheapli instantli maintain,2,0.0
207,rt cyber gari want unblock geo block content enjoy improv privaci find pretend differ countri fake locat vpn privaci locat vpn countri fake spoof purevpn http co jcnjwldedo,3,-0.7184
208,predict new authent method test one solut becom go solut yet read listen http co pjcmpvqpyg hipaa infosec privaci http co q aycot,3,0.0
209,asia asian philippin pinay filipina tran model model usa uk europ germani norway sweden england netherland japan follow snapchat black white popular viral trend london australia ootd fashion sexi thicc snap telegram kik instagram http co qewj kw,2,0.4215
210,rt cassidyfish right condit bigdata actual forc privaci good adversarialmodel dataprivacyday br,3,0.4404
211,rt gourimadhavam signal vs telegram whatsapp facebook messeng data app collect phone http co uqj x,5,0.0
212,next product roadmap mainnet liquid stake go live week lend differ protocol privaci mixer alreadi mainnet visit websit http co poszsmlc profil adddotxyz info http co bmqm utciv,5,0.0
213,rt cycloneprotocol cyclon protocol offici launch iotex io blockchain privaci power defi work http,2,0.0
214,rt imyoosef krisslyn kameshoffl telegram safe advanc highli recommend use mani featur,5,0.6597
215,februari free fire updat date inform check detail facebook offici page http co x czswtv instagram offici http co mssvjrlb facebook instagram twitter telegram googl youtub freefireindonesia freefireindia http co ttd tmh gx,2,0.2263
216,reprashida j manprim thank saniti bigbroth purgethepolic privaci right,3,0.3612
217,avail vc bo real trust minat dm wa lifegoeson mrqueen telegram selebgram trend vcsreal vcscolmek vc availjakarta vcsberbayar vcsbugil realangel vcstrust http co vyqb hfxn,5,0.5106
218,rt cybernew com whatsapp updat privaci polici allow share user data facebook user began abandon th,3,0.0516
219,flash dead gone zombi version adob troubl softwar still caus problem system around world http co b f iuy secur privaci wire drjdrooghaag robmay ianljon nigeltoz antgrasso sallyeav yuhelenyu akwyz adamlgr,3,-0.7906
220,appl telegram appl su remov telegram anti semit post telegram star rise secur messag app popular among protest organ polit dissid reveng http co fqezo xqd http co aattqxitl http co mfr u jg http co rog k fwo,5,-0.128
221,join us webinar shift privaci law health data overview gdufault actonlin februari pm discuss current law rule appli tradit healthdata third parti app propos chang regist http co nczrwhoeca,2,0.296
222,still twitter account set iftt account set tweet get echo telegram public channel account year urgent altern option commun other,5,0.2023
223,rt fw livingston data privaci amp protect issu becom increasingli import talk alexi collin clearygottlieb,2,0.3818
224,rubinreport jackposobiec break american media outlet take aim telegram http co wa k ff e,5,0.4215
225,masq ai platform allow anonym untrac ultim clandestin internet masq holder telegram http co ckprjlyugr linkswap http co ndreagnha http co aw equq http co c qerhyi eth btc crypto defi,5,0.2263
226,latest top singapor news http co kaxxasldok thank dobieblu secur privaci,2,0.5106
227,easi see peopl get scare big data social media word get scare bdsm facebook privaci bigdata,3,-0.7506
228,latest inspir artist daili http co yv pxhtv thank terrinakamura robinpedrero landscapephotographi privaci,2,0.3612
229,rt abirghatta servic tweet telegram encrypt messag app signalapp encrypt messag app,5,0.0
230,instal year ago hardli use use amidst whatsappprivaci chao telegram gradual becom rival whatsapp,5,0.0
231,threat actor post data american express credit card holder hacker forum free follow gt gt towardscybersec cybersecur cybersec secur privaci privacyandsecur infosec infosecur databreach internet threat americanexpress http co cy xjzq,2,0.3182
232,latest nova anderson http co etih vslwr cybersecur privaci,2,0.0
233,recent disclos cve zyxel flaw alreadi opportunist attack http co dplyozklkd cybersecur digit hacker infosec reach ratan malwar cloud cloudsecur dataprotect privaci infosec informationsecur cloudcomput,9,-0.4215
234,rt thehackersnew whatsapp updat privaci polici term servic make data share facebook mandatori imp,4,0.296
