,tweets_cleaned,Topic,compound_sentiment
19,verg design everyday life big thank goe toni creat video toni verg support telegram admin germani verg today without amaz support vergefam thank vergepay paywithverg nfc crypto http co topjfltvfd,4,0.6908
20,cnnbrk hello help promot telegram channel gain telegram channel messeng canal kindli check link contact http co hzpwjnyewr,4,0.7269
21,discuss ptoken pnt telegram group member count http co payxmiy cn,4,0.0
22,telegram say perform mani action ouch,2,0.0
23,rt doyourtip commun best crypto telegram join famili part success social deflationari fun,3,0.9246
24,rt bistrooio telegram stay date upcom token releas mingl discuss commun amp cor,8,0.0
25,rt jaydasiren onlyfan want access content download telegram ad channel,4,0.0772
26,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
27,rt rivalmit aku telegram sticker fit first post done akulatraxa merri chr,1,0.3612
28,khloekardashian goodamerican error surebet valuebet weapon use make money bet destroy bookmam link telegram http co ttv jdoqpm,3,-0.8126
29,check icon telegram bot pleas look step step guid set track transact account balanc vote send automat real time notif http co nenkrmml icx iconproject,4,0.0
30,bolt zil commit increas crypto adopt amp promot knowledg exchang commun time bot ler zeev top user telegram loyalti programm win bolt token http co mujlnshbqd http co icfetp oyf,6,0.8176
31,rt chubedan ch h ng x part telegram http co pxbk oj e,8,0.0
32,know telegram join channel algorithm trade get latest daili updat inform freebi domain algo amp quant trade fingertip subscrib http co xykz iqzv telegram algotrad stockmarket http co zugf sdn w,4,0.296
33,made telegram channel delet twitter soon regularli post post english dutch pleas rt http co pemhhlzd p,4,0.0
34,pronosrush error surebet valuebet weapon use make money bet destroy bookmam link telegram http co ttv jdoqpm,3,-0.8126
35,netflix manag would think hey great mani peopl tweet paavakadhaig would receiv thousand new subscrib telegram tamilrock,6,0.6249
36,rt coin gm telegram group pass k subscrib thank gmc gmcoin cryptocurr tron trx http co c,4,0.3612
37,rt wildnwiti zilliqa showcas zeev zilliqasff advanc telegram bot multipurpos wallet amp much,6,0.0
38,rt hannaliubakova belaru day belarusian came street despit repress telegram outag detent,5,-0.34
39,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
40,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
41,rt bistrooio join telegram commun alreadi wait stay date upcom token releas,8,0.296
42,goat tip error surebet valuebet weapon use make money bet destroy bookmam link telegram http co ttv jdoqpm,3,-0.8126
43,rt bholenaath happen telegram group girl left due high blame game rest admin r anxiou fr,5,-0.34
44,join fastest grow trade telegram commun get crypto trade signal cryptocurr trade cours free join today rvn dgb btc dai http co vdlsni rzn http co gyqo b piv,3,0.7717
45,cryptocurr degen crypto telegram meme cryptocurr cryptonew cryptotrad wallstreet cryptomoonshot cryptodegen dextool defi investor altcoin http co izvc u zk,3,0.0
46,telegram run reacto glitch get fix resiz window minim restor softwar softwareengin program opensourc develop http co ieb cyjba,9,0.0
47,telegram current part world http co ljwgufq ok,9,0.296
48,onlin romanc scam russian ukrainian date marriag site http co mhpf gvvpm via youtub see nigerian romanc scammer take look differ facet scammer telegram trend twitter,8,-0.5719
49,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
50,rt gadget telegram current part world http co ljwgufq ok,9,0.296
51,urgent azerbaijan media telegram twitter facebook channel releas video date new first day armenia artsakh war inhuman video horrif bloodi aim break al armenian pride http co f kgiakbj,4,-0.1779
52,rt hannaliubakova belaru day belarusian came street despit repress telegram outag detent,5,-0.34
53,buy cloud mine invest project deal mine trade buy cloud mine http co xwaimu cnt telegram bittrex binanc bitfinex btcemt mine,0,0.0
54,learn gather osint telegram,4,0.0
55,rt chubedan ch h ng x part telegram http co pxbk oj e,8,0.0
56,realdonaldtrump earn bitcoin easi fast without invest use smartphon telegram inform visit site http co qieylzzv,3,0.0
57,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
58,rt criptoelfo hello jayhao okex one exchang use besid alreadi help telegram,0,0.4019
59,telegram begin monet app instant messag app telegram approach million user plan gener revenu start next year keep busi afloat founder pavel durov said wednesday socialmedia http co nizw kr,0,0.0
60,thing add thread kre payout telegram integr kin would massiv,2,0.0
61,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
62,happen telegram group girl left due high blame game rest admin r anxiou two day im even abl talk properli wait come back abl continu without u comebackapurvarupali http co udnkyeaueo,5,-0.34
63,telegram respect client month wait disregard request support due random polici make custom replac servic anoth,4,0.5719
64,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
65,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
66,corona info india new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
67,wonder ndaucollect plan next invest pleas join us telegram channel discuss http co vtymvckua,4,0.296
68,hey friend make stockmarket group discuss stock market free free free interest click link join group telegram let come telegram http co x uh auk,4,0.9538
69,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
70,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
71,rt bistrooio telegram stay date upcom token releas mingl discuss commun amp cor,8,0.0
72,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
73,telegram bot python gener profil pictur color design palett love result galleri http co mjowbcjjoz,2,0.6369
74,igam grow fast royal financ offer first defi solut field check new trade channel telegram find info roya http co hhcgqlk qo ethereum crypto blockchaintechnolog bet,3,0.0
75,telegram android user phone cri space u delet file help conect phone comput easi way go phone storag search telegram folder least subfold del totali k file gb free,3,0.7184
76,zilliqa showcas zeev zilliqasff advanc telegram bot multipurpos wallet amp much zilliqawalletbot find revolutionari product high perform high secur blockchain amaz sure zil zil http co oxt sxwrq,6,0.3182
77,rt globalmedia third video offici seri absolv lord releas telegram wilayah somalia,4,0.0
78,rt coinrank view snx price telegram price bot price coin get interest detail thousand,6,0.4588
79,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
80,rt bholenaath final day came day ssr demis tweet telegram group,5,0.0
81,moneypuntoit perch scriver cazzat telegram non avr pubblicit chat privata e non divent pagamento questo bene precisarlo,4,0.0
82,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
83,rt rapidsrpd seem effect user group bear us telegram resolv issu telegram rapid,4,0.0
84,hypermesseng futur commun power elasto btc ela crypto bitcoin telegram tech http co mx knvtlae,3,0.0
85,rt cryptoslim give someon bitcoin today telegram group rt join http co zljrgxox,4,0.296
86,rt chubedan ch h ng x part telegram http co pxbk oj e,8,0.0
87,rt bridg oracl go add sir bridgeoracl sticker telegram follow like enjoy http co u,8,0.6908
88,airdrop telegram token airdrop get plow token referr http co ajtzwn fou,8,0.0
89,rt ravaniraivan rupagulab alreadi boycot facebook instagram whatsapp signal telegram best altern whatsa,2,0.6369
90,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
91,gbtipsterpro error surebet valuebet weapon use make money bet destroy bookmam link telegram http co ttv jdoqpm,3,-0.8126
92,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
93,tap see full imag netflixstreamfest telegram http co dfn bspl,9,0.0
94,look chines phish actor check card pay id http co umj hsndve call check process test aliv pay id terribl servic carder check cvv cvc yszlcv phish scam infosec china telegram http co zxkvn rlo,4,-0.6705
95,corona info india new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
96,corona info india new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
97,rt cryptoslim give someon bitcoin today telegram group rt join http co zljrgxox,4,0.296
98,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
99,big chang occur telegram next year includ presenc advertis telegram today localhunt updat telegramtip http co ptygolugvk,4,0.0
100,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
101,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
102,rt dogubu instal offici telegram messeng app linux ubuntuo linuxmint debian kubuntu kdeneon appimag unixli,4,0.0
103,buy cloud mine invest project deal mine trade buy cloud mine http co e cqo ag telegram bittrex binanc bitfinex btcemt mine,0,0.0
104,whatsapp telegram wechat facebook instagram twitter,2,0.0
105,rt chubedan n l kh ng mu n quay r telegram anh em n h ng p ng v th ib tui ch h ng nh http,8,0.4939
106,capitaltych perform recommend muhurat trade subscrib channel http co bkv pmwahc join telegram commun http co eoskpx youtub telegram pvr relianc sbi sensex nifti http co mhszvadu j,8,0.5719
107,rt chubedan ch h ng x part telegram http co pxbk oj e,8,0.0
108,banditbet error surebet valuebet weapon use make money bet destroy bookmam link telegram http co ttv jdoqpm,3,-0.8126
109,join telegram channel http co gj tymkynm exclus access deal trade guidelin tokenizerdex tokenizerinvest assetbackedtoken tokenizerexchang tokn tokenizeasset,4,0.6369
110,rt criptoelfo hello jayhao okex one exchang use besid alreadi help telegram,0,0.4019
111,rt bistrooio join telegram commun alreadi wait stay date upcom token releas,8,0.296
112,rt hispanopost nete nuestro canal en telegram recib noticia lisi mucho http co zinpvj j http co mwlz,4,0.0
113,rt criptoelfo hello jayhao okex one exchang use besid alreadi help telegram,0,0.4019
114,tree lamp give warm cosi feel winter http co wln ipltgx myluxurylight christma light homedecor lamp christmasgift light tier warzon telegram http co h f dktgh,4,0.2263
115,corona info india new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
116,telegram launch ad platform approach million user http co tmrvedl dk paveldurov telegram app asia,4,0.0
117,look group telegram found bulli boy paulgold seem think offer garylinek box match marksonofwil fae support willbaldet herboo sean arbuthnot nevillesouthal http co l oan thf,4,0.4019
118,want updat latest news independentmedia organis join telegram channel receiv updat everi monday wednesday friday pm simpli follow http co sc c qhksv,1,0.3612
119,rt mentallydank tap see full imag netflixstreamfest telegram http co dfn bspl,9,0.0
120,whatsapp telegram wechat facebook instagram twitter,2,0.0
121,last sticker horatiohuski cute pupperino realli happi want would gift cuti smile sticker telegram commis abdl diaper babyfur paci leash http co dj anp n l,3,0.8271
122,rt circusiscal pleas wake tennesse contact govbillle telegram happen,4,0.0
123,rt prototyp forex trader telegram,4,0.0
124,onlyfan want access content download telegram ad channel nude amp vido everyday access privat time cheap price custom avail payment method cash app sirenmag http co iunqbhrtdu,4,0.0772
125,withcryptomil cryptocurr servic offer profession manag trade would realli love join us profit trade click link http co xqpnnsn tz telegramgroup telegramtrad bitcoin telegram,3,0.8519
126,telegram stay date upcom token releas mingl discuss commun amp core team directli http co q iyt qevr bistroo crypto blockchain whitepap bist unleashtebist,8,0.0
127,give away xrp rule retweet follow tag person win giveaway divi ltc algo ftm xlm bitcoin trx sntvt vra crypto dap defi yfi sushi uni core eth cake chr doge rfi btc blockchain hex dot octo telegram base link nu http co esihqwxl u,3,0.5859
128,http co miebdc nzi latest cryptocurr defi dex privatesal live secur financialindepend hfi join telegram find http co h cmzqlbzu btc eth rfi dextoolsapp dextforc http co htcbp vc,3,0.296
129,buy cloud mine invest project deal mine trade buy cloud mine http co bc zwkxuni telegram bittrex binanc bitfinex btcemt mine,0,0.0
130,giveaway contst w financ thank awesom chanc follow account notif telegram playwingirl http co vuzbzu,4,0.3612
131,need hire curat bl g need hire ama http co tnk jgpynj telegram zdrijnepack,4,0.5106
132,kindli subscrib telegram channel latest updat regard machineri amp ingredi chocol tea coffe bakeri cake pastri dessert icecream gelato softi industri mani http co oidurc p,4,0.0
133,nete nuestro canal en telegram recib noticia lisi mucho http co zinpvj j http co cdqfai omv,4,0.0
134,rt chukemmang experienc connect problem telegram app minut ago telegram app stop connect wh,0,-0.5994
135,rt hannaliubakova belaru day belarusian came street despit repress telegram outag detent,5,-0.34
136,ana georg error surebet valuebet weapon use make money bet destroy bookmam link telegram http co ttv jdoqpm,3,-0.8126
137,rt trifenol send twitter trend topic everi hour share friend rstat bot telegram http co eyklspr je,8,0.6597
138,ruhollahzam iranian journalist execut murder evil islam republ run opposit telegram channel like tyrann dictatorship islamicrepubl terrifi peopl,4,-0.8225
139,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
140,rt kyle chass congratul paid network paid rapid growth telegram commun cross k member join,4,0.5859
141,telegram pleas come back need,4,0.0
142,rt doyourtip know possibl tip nft erc telegram also eth dyt enj telegram one click,9,0.0
143,fireforc dev thank awesom chanc telegram playwingirl http co l fyfnkz,4,0.3612
144,happi announc commun partner shadowctf cyberhack lpu http co hnaifif dp http co tq srz ctf shadow ethicalhack hack cyber cybersecur challeng flag game bfrt trend telegram web cyber infosec bugbounti http co xmulqbj,8,0.0
145,minut signal best messag app planet would love hear think could make even better secur privaci telegram whatsapp encrypt http co pnerigg wi,4,0.9062
146,rt miro tranzlo v ad telegram support ad option review translat text send whatsapp,2,0.4019
147,check help section telegram tipplybot also custom support channel telegram face issu bot call support line rememb first nft erc tip bot feeless telegram raribl opensea enj dyt eth http co qkpebm u,4,0.7964
148,rt karagirl want see content month dm telegram sellingcont http co nvf cuyntj,3,0.0772
149,bitcoin broke ath price discoveri mode perfect time giveaway send btc christma random person retweet follow cryptoberi entri close th dec bitcoin k let go ho ho ho telegram crypto ethereum,3,0.2263
150,rt rivalmit telegram sticker done akulatraxa merri christmass aku colabor line,1,0.0
151,telegram real time statu http co pjwkv ui retweet affect telegramdown telegramoutag possibl problem sinc,9,-0.4019
152,rt bigcoinvietnam bigcoinvietnam team great honor host ama lienfin team telegram group chat,4,0.8074
153,rt rivalmit telegram sticker done akulatraxa merri christmass aku colabor line,1,0.0
154,corona info india new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
155,buy cloud mine invest project deal mine trade buy cloud mine http co mfextfgfpk telegram bittrex binanc bitfinex btcemt mine,0,0.0
156,buy cloud mine invest project deal mine trade buy cloud mine http co ack fkxkt telegram bittrex binanc bitfinex btcemt mine,0,0.0
157,rt mentallydank tap see full imag netflixstreamfest telegram http co dfn bspl,9,0.0
158,telegram went defi project shut,0,0.0
159,buy cloud mine invest project deal mine trade buy cloud mine http co pyclgpabgm telegram bittrex binanc bitfinex btcemt btc mine btcusd bitcoin,0,0.0
160,rt cryptoslim give someon bitcoin today telegram group rt join http co zljrgxox,4,0.296
161,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
162,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
163,free legit satoshi everi hour claim daili bonu earn diamond use increas amount satoshi gain everi hour enjoy http co iazmnqqwbl telegram telegram bitcoin,8,0.9062
164,warthundermo warthunderplan warthundermem warthundertank warthund warthundermom game gaijin gaijinpleas ruwarthund bug datamin telegram newbi warthunderavi http co ukgfattmhd,3,0.0
165,send twitter trend topic everi hour share friend rstat bot telegram http co eyklspr je,8,0.6597
166,rt rivalmit aku telegram sticker fit first post done akulatraxa merri chr,1,0.3612
167,rt chubedan n l kh ng mu n quay r telegram anh em n h ng p ng v th ib tui ch h ng nh http,8,0.4939
168,rt frontwar telegram welade come soon stay tune hr attend hrm thailand bangkok la dee http co izyn,8,0.0
169,corona info india new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
170,telegram messag app suffer widespread outag user across numer countri report issu access platform http co xk jebrcrx http co b ncsissay,4,-0.5423
171,br bet error surebet valuebet weapon use make money bet destroy bookmam link telegram http co ttv jdoqpm,3,-0.8126
172,rt chubedan ch h ng x part telegram http co pxbk oj e,8,0.0
173,telegram dear still connect issu phone pleas help telegram,3,0.6486
174,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
175,never miss ps restock alert follow http co uc nyae bo ps playstat soni psdirect amazon walmart target bestbuy telegram blackfriday deal xbox appl instockalert instock groupchat discuss seriess restock restockalert,4,0.5178
176,realdonaldtrump briankempga get realdonaldtrump amp sidneypowel post telegram messeng app instant notif follow sidney presid trump telegram sidneypowel recent mention twitter day due support freedomofspeech,4,0.4019
177,rt hannaliubakova belaru day belarusian came street despit repress telegram outag detent,5,-0.34
178,rt bistrooio join telegram commun stay date upcom token releas mingl discuss comm,8,0.296
179,rt tokenizerdefi join telegram channel http co gj tymkynm exclus access deal trade guidelin tokeni,4,0.6369
180,huge databas leak telegram includ name posit parti birthday nation id number one million ccp member telegram china http co sl lmqgrav,4,0.0516
181,rt hannaliubakova belaru day belarusian came street despit repress telegram outag detent,5,-0.34
182,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
183,rt bholenaath happen telegram group girl left due high blame game rest admin r anxiou fr,5,-0.34
184,tire filter nonsens news join telegram channel receiv news updat best stori independentmedia everi monday wednesday friday follow link http co jtqsc zq,1,0.7506
185,rt bistrooio telegram stay date upcom token releas mingl discuss commun amp cor,8,0.0
186,telegram paid servic registr open run calendar month valid last day month opt read detail pic payment detail use net bank qr code payment upstox c mandatori http co sihnoxw,3,0.0
187,cresstov telegram http co r nnibbvar,4,0.0
188,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
189,unoswapoffici real telegram market ico market bitcoin traffic target audienc http co lyshtbrcrc telegram market traffic,4,0.0
190,subscrib telegram channel dear friend launch channel telegram alreadi account use follow project get access latest eminem relat news http co ujl ugx http co qyqi zsa,4,0.7003
191,sbin buy target sl close basi join premium group contact us whatsup regular updat post telegram link join http co artjrc r nifti banknifti trade bankniftyfutur niftyfutur invest http co remlw r ur,4,0.5267
192,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
193,rt mentallydank tap see full imag netflixstreamfest telegram http co dfn bspl,9,0.0
194,ff tt cryptocurr bitcoin twitter telegram social guy join http co ugporu xd social rocket part ambassador project thecryptodog scottmelk elontrad unlock power twitter,3,0.8316
195,rt yashvanthrsi let check one huge fanz netflixstreamfest telegram retweet,4,0.3182
196,instal whatsapp telegram linux devic whatsdesk sudo snap instal whatsdesk telegram sudo apt instal telegram desktop whatsdesk unoffici whatsapp client linux,2,0.0
197,know within past year whatsapp manag enlarg custom base global mobil app messeng user activeus whatsapp fbmesseng wechat qq snapchat telegram bigooldigit http co ji qou tz,4,-0.4939
198,rt zorryn art anim avatar commiss suntattoowolf telegram anim anthro wolf fursona redshift c c,4,0.0
199,rt karagirl want see content month dm telegram sellingcont http co nvf cuyntj,3,0.0772
200,lamerafiera error surebet valuebet weapon use make money bet destroy bookmam link telegram http co ttv jdoqpm,3,-0.8126
201,denounc telegram great servic conspiracytheorist west among greatest pharise ever exampl regard belaru posit quit opposit http co jcpomndr,3,0.8519
202,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
203,telegram get new featur groupvoicechat commerci around corner stay tune ad http co min l xxbx,4,0.0
204,nifti upper trendlin sinc broke retrac last fall yesterday retest breakout level baki sab telegram pe http co abh ap wsz,4,-0.4215
205,final day came day ssr demis tweet telegram group member st ever group join amp still sushant apurva made group saw owner comebackapurvarupali http co gjte od f,5,0.296
206,rt bistrooio telegram stay date upcom token releas mingl discuss commun amp cor,8,0.0
207,nani upcom movi nani nani telgu nazriyafahadh nazriyanazim malluactress telguactor telegram youtub,8,0.0
208,experienc connect problem telegram app minut ago telegram app stop connect wrong mbuhari alhlai moham censor social media like china let begin behead corrupt offici like china endsar,5,-0.7184
209,rt bistrooio telegram stay date upcom token releas mingl discuss commun amp cor,8,0.0
210,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
211,erc feeless instant idea nobodi far join telegram commun enjoy action tipplybot avail whole crypto commun without charg dyt trendsett nft tip,9,0.6597
212,rt hannaliubakova belaru day belarusian came street despit repress telegram outag detent,5,-0.34
213,nete nuestro canal en telegram recib noticia lisi mucho http co zinpvjojtg http co ilkzl dp,4,0.0
214,rt bistrooio telegram stay date upcom token releas mingl discuss commun amp cor,8,0.0
215,ettelecom telegram messeng launch voic chat group introduc premium featur next year telegramnewfeatur cloudmessag telegrammesseng telegram mvasapp telegramfeatur technew telegramupd http co rikfth,4,0.0
216,rt miro tranzlo v ad telegram support ad option review translat text send whatsapp,2,0.4019
217,telegram cerca de lo millon de usuario comenzar monetizar la aplicaci n telegram near million user begin monet app http co njcdxnv v techcrunch,0,0.0
218,today cet start yffii meme competit winner receiv summari yffii take part creat meme yffii put new yffii discord yffii telegram twitter yffii hashtag giveaway airdrop freecrypto eth,3,0.2732
219,send twitter trend topic everi hour share friend rstat bot telegram http co eyklspr je,8,0.6597
220,connect seriou activ follow telegram person,3,0.0
221,peopl think road safeti join cybtraff telegram channel see mani question real life accid learn road safeti http co qjqkl fq,4,0.296
222,cnnbrk hello help promot telegram channel gain telegram channel messeng canal kindli check link contact http co hzpwjnyewr,4,0.7269
223,rt bridg oracl go add sir bridgeoracl sticker telegram follow like enjoy http co u,8,0.6908
224,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
225,rt softfre aomei biggest christma carniv join telegram channel free soft premium http co ercx npv telegram fr,4,0.6705
226,rt pnetworkdefi discuss ptoken pnt telegram group member count http co payxmiy cn,4,0.0
227,buy cloud mine invest project deal mine trade buy cloud mine http co pb blih cr telegram bittrex binanc bitfinex btcemt mine,0,0.0
228,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
229,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
230,rt hannaliubakova belaru day belarusian came street despit repress telegram outag detent,5,-0.34
231,want see content month dm telegram sellingcont http co nvf cuyntj,3,0.0772
232,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
233,trust line busi tantamount must say prove worthi trust destinybetpro game gave pull grate outcom sir lauv theboy telegram marco descansa toyota parker sounder er http co boq ybfta,0,0.765
234,telegram http co knuy dbtho http co jlitmjggk,4,0.0
235,telegram premium featur advertis onward telegram messag internet http co ifkfneeu l http co ftjio ecan,4,0.0
236,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
237,telegram telegram,4,0.0
238,rt cryptoslim give away inch telegram tomorrow http co zljrgxoxqa divi ltc algo ftm xlm bitcoin,3,0.0
239,rt hannaliubakova belaru day belarusian came street despit repress telegram outag detent,5,-0.34
240,ashaa stock perform recommend muhurat trade subscrib channel http co bkv pmwahc join telegram commun http co eoskpx youtub telegram pvr relianc sbi sensex nifti http co xulk qt,8,0.7579
241,rt karagirl want see content month dm telegram sellingcont http co nvf cuyntj,3,0.0772
242,rt hannaliubakova belaru day belarusian came street despit repress telegram outag detent,5,-0.34
243,rt hannaliubakova belaru day belarusian came street despit repress telegram outag detent,5,-0.34
244,congratul paid network paid rapid growth telegram commun cross k member join commun getpaid http co qgbu czqgn dela altseason,4,0.5859
245,telegram sticker incred beauti great fun,1,0.8126
246,telegram near million user begin monet app techcrunch http co uxzna yo telegram,0,0.0
247,tvcconnect mi tush oooo youtub let get hit song reach thousand good music lover retweet pleas qatar wednesdaythought ericastormsabia telegram sirchristmasbox dstvapp hanbin hanbin belift jeemain cbm cryptocurr nimc maxmillion http co lijo mjw,4,0.7783
248,voip guy gal need fusionpbx support invit telegram group iptelephoni voipbusi voipprovid http co eyz oeu kv,4,0.4019
249,join copi done past channel group matter group belong want know invest riski winner alway winner telegram contest win contestalert,4,0.9325
250,hi join us offici telegram group discuss laxer os help support http co gztziiebk linux telegram telegramgroup telegramgrouplink,4,0.765
251,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,7,-0.8316
