,tweets_cleaned,Topic,compound_sentiment
140,profession photoshop editor remov background background backgroundremov backgroundforedit logomak whatsapp hazarakojeenaydo capitolriot capitolhil youtub delaysindhmedicalexam http co qr sziul,3,0.0
141,trendulkar insid brain telegram look riski amp dodgi hand data facebook seem sensibl go signal whatsapp altern one pirat free riski content whole point ditch whatsapp secur data http co zpzym h,4,0.7579
142,arbax shift whatsapp sticker telegram,9,0.0
143,wonder signalapp scale whatsapp decis sell user facebook led probabl biggest digit migrat secur messeng ever seen hang signal team catch,1,0.0
144,use watusi io fouadraheb add new featur whatsapp messeng http co tfple g zs,1,0.0
145,trendingnow signalapp whatsappnewpolici peopl tri switch signal zuckerberg buy signal messag via whatsapp,9,0.0
146,rt arpagon top whatsapp altern thank new whatsappprivaci element matrix element hq matrixdotorg e e opensourc,4,0.5106
147,train whatsapp signal whatsapp whatsappprivaci signal socialmedia http co mgl udacr,9,0.0
148,use watusi io fouadraheb add new featur whatsapp messeng http co urqidria,1,0.0
149,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,2,0.0
150,rt paa whatsapp privaci user http co ciol wli,9,0.0
151,new polici whatsapp simpl word chat romant girlfriend whatsapp wife open facebook flood ad divorc lawyer receiv whatsapp,1,0.0
152,whatsapp offer multi devic support new whatsapp beta web implement call whatsapp web desktop connect phone alway need today good news whatsapp whatsappprivaci whatsappshow whatsappgroup whatsappupd http co dbjsrssee,2,0.6808
153,user download whatsapp laptop comput whatsapp avail window pc mac user shall reli scan barcod hereaft updat tech socialmedia,1,0.0
154,epa se tout moun kap kouri al sou signal app eskew deja switch app whatsapp signal messeng confidentiel merg exod applic ultimatum confidentialit http co uxugmrtrxc,9,-0.128
155,banwhatsapp privaci also becom public profil pictur make public whatsapp forgotten mean privaci whatsapp pmoindia narendramodi rsprasad govt india take strict action whatsapp http co psu xcxhpp,3,-0.2263
156,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
157,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
158,rt maj dullah peopl around world talk switch whatsapp telegram due new privaci polici accord,3,0.0
159,download prep whatsapp may uninstal sooner rather later ask permiss look fridg privacymatt http co zkypgh n,3,0.0
160,whatsapp never use everyon uninstal whatsapp whatsappprivaci whatsappnewpolici http co tdcpto,2,0.0
161,whatsapp privaci team renam signalapp promot team,1,0.0
162,join bitruslawr thursday new ig live tech show discuss latest whatsapp polici could possibl affect data store platform kindli follow ig stay updat whatsappprivacypolici techmonday whatsapp http co l yprhktqc,3,0.296
163,viber viber whatsapp whatsapp telegram telegram signal signalapp conspiracytheori eavesdrop,9,0.0
164,whatsapp updat term condit celeb whose chat leak http co nykdycwcwl,1,-0.34
165,rt leader truth still understand whatapp new polici video clarifi thing whatsapp whatsapppriv,7,0.3182
166,whatsapp total safe given photograph whatsappstatu http co noa gr bw,9,0.4404
167,use watusi io fouadraheb add new featur whatsapp messeng http co w yp pe ij,1,0.0
168,read whatsapp new amp horribl privaci claus think telegram much secur amp user friendli nowaday delet whatsapp account today friend may contact telegram henceforth wa statu telegram http co qzv jyhshz,4,0.4939
169,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
170,delet shit irl use whatsapp,4,-0.5574
171,lose access whatsapp feb unless agre facebook data share http co h f irqeb via businessinsid,3,-0.128
172,whatsapp signal whatsapp signal mobileappl whatsappnewpolici technolog gujarat tv news http co e ict rr,2,0.0
173,cut tie markzuckerberg fb inc issu datacollect hard trust facebook rocki data abus histori whatsapp cannot implement to eu strong gdpr speak fail,9,0.1531
174,rt freakingbunni hey listen next day expect whatsapp send employe door door convinc peopl yr pleas smj,3,0.0
175,rt daliah salem new updat whatsapp http co yqtbtz obt,3,0.0
176,http co nn sgpcsi click link bio watch whattatech youtub xtechreal oneplu samsung googl signalapp appl iphon huawei snapdragon g qualcomm signal whatsappnewpolici whatsappprivaci galaxi galaxi ultra whatsapp,2,0.0
177,rt tchives differ time social media twitter facebook whatsapp made easi spread,0,0.0
178,rt blackmirrormonk whatsapp spent crore rupe full page advert newspap privaci mumbai polic fu,3,-0.6908
179,http co wshkevjldq youtub youtubeindia tripod youtubeshort short whatsapp whatsappleak tandav thursdayvib daysofcod,3,0.0
180,use watusi io fouadraheb add new featur whatsapp messeng http co mfdirnuuax,1,0.0
181,crypto grow futur crypto follow crypto queen follow back cryptocurrencyk whatsapp baba http co ufzdytm jz,2,0.0
182,rt ukzak signal vs imessag vs whatsapp vs facebookmesseng metadata graphic forb articl appl privaci,4,0.0
183,rt strait time whatsapp updat term servic allow data share parent compani facebook prompt,1,0.4767
184,rt livelawindia singl judg bench justiceprathibasingh today refus hear petit challeng whatsapp new,3,0.0
185,rt thehackersnew bewar new wormabl android malwar spread automat whatsapp messag abus quick,4,0.0
186,harder work someth greater feel achiev place custom order whatsapp motivationofday mobileappdevelop webdevelop reactn flutter customdesign http co hdsski cw,4,0.3612
187,first abandon instagram close whatsapp account guess jump clear next,3,-0.0772
188,use watusi io fouadraheb add new featur whatsapp messeng http co oe ztua g,1,0.0
189,latest telegram updat bring abil import whatsapp chat whatsapp telegram http co xpv sp x r,3,0.0
190,rt xoeysexi want buy one finger ass camera dmsopen sellingcont whatsapp cashapp,3,-0.4939
191,hello twitter new pl show round nice whatsapp whatsappstatu laycondubaitour http co g az xkss,3,0.4215
192,may roam nake public privaci polici keep cover whatsappprivacypolici whatsapp,9,0.0
193,rt meghupd take immedi cogniz ban whatsapp india confeder india trader cait strong letter,4,-0.0772
194,use watusi io fouadraheb add new featur whatsapp messeng http co g hnj bmi,1,0.0
195,whatsapp http co nr ew whatsappnewpolici whatsapp whatsappprivaci signalapp,2,0.0
196,rt ukzak signal vs imessag vs whatsapp vs facebookmesseng metadata graphic forb articl appl privaci,4,0.0
197,use watusi io fouadraheb add new featur whatsapp messeng http co rvlz h z,1,0.0
198,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,2,0.0
199,whatsapp still clear whatsappnewpolici watch video urdu hindi http co ucfh mujnd bamsibey impeachmentday artukbey impeachtrump signalapp whatsappheadquart whatsappprivacypolici whatsappprivaci telegram bipapp,2,0.3818
200,fact mute new whatsapp statu updat make feel reliev,3,0.0
201,number access statu tell us call messag monitor suspici whatsapp,3,0.0772
202,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
203,rt cybernew com whatsapp updat privaci polici allow share user data facebook user began abandon th,3,0.0516
204,rt impalakl whatsapp updat privaci polici term servic make data share facebook mandatori importan,1,0.296
205,friend sign petit urg sign say facebook mass data harvest whatsapp mask fallen new term amp condit explicitli state share user privat data parent compani facebook http co lwcu kh,1,0.4404
206,use watusi io fouadraheb add new featur whatsapp messeng http co amuczk qmd,1,0.0
207,rt khadija final whatsapp whatsapp whatsapp http co gfb kw pjc,3,0.0
208,use watusi io fouadraheb add new featur whatsapp messeng http co sbsvfirxtf,1,0.0
209,use watusi io fouadraheb add new featur whatsapp messeng http co oksubslti,1,0.0
210,whatsappnewpolici joke saw comparison messag app telegram signalapp etc collect mani data data whatsoev like facebookmesseng whatsapp,9,0.5719
211,bjp govt becom threat peac countri happybirthdayarrahman wednesdaythought whatsapp delhirain bachchanpandey boycott patanjali removeusfromschedulecast shameonyoucb penalisessrkil diljitdosanjh http co qfnbkafjkc,3,-0.6908
212,whatsapp lie whatsapp end told pastor bought keyboard organ today next minut go facebook facebook ad pop page play keyboard wonder african leader,3,0.34
213,care android user anoth malwar activ via whatsapp http co vwyng,4,0.4939
214,use watusi io fouadraheb add new featur whatsapp messeng http co xb rcyxhdd,1,0.0
215,new year new light min whatsapp trump georgia ufo alien http co hv mdojhdc,3,0.0
216,whatsapp new privaci polici worri whatsapp hold data facebook data differ silo silo talk compani know devangshudatta write http co iitcpm wyf,3,0.0
217,rt leader truth still understand whatapp new polici video clarifi thing whatsapp whatsapppriv,7,0.3182
218,rt thehackersnew whatsapp updat privaci polici term servic make data share facebook mandatori imp,1,0.296
219,receiv via telegram bad signal whatsapp,9,-0.5423
220,partner alway complain cum jalinherb make late cummer go five minut forti five minut doubt give tri today send dm place order got cover whatsapp twitter ng odion ighalo http co ucibl lt,3,-0.6124
221,whatsapp fb share custom inform exterior europ uk http co qq v vjlzw technolog custom europ exterior inform share whatsapp break newsfeedsonlin http co n mvpu rov,4,0.0516
222,use watusi io fouadraheb add new featur whatsapp messeng http co ujexpqqu,1,0.0
223,rt birla vedant new polici whatsapp explain simpl term chat romant girlfriend whatsapp,1,0.0
224,whatsappnewpolici lethal stop snoop whatsapp game changer jiomart imagin go chat box order groceri ai power respons http co vr hmscvmu,1,-0.296
225,time say good bye whatsapp move signalapp,1,0.4404
226,rt privacyint whatsapp updat term forc user share data facebook suggest updat,1,0.296
227,shoutout team aapiaveng clarispolari edubrendan hasanalitah whatsapp ing aapi vote ossoff amp reverendwarnock weekend train est amp est dm one us invit aapi keepgablu whatsapp yourossoff http co qwkg p ahh,4,0.0
228,got whatsapp forward amp resist share doctor amp pharmacist deserv compliment bother patient detail diseas encrypt beat whatsapp signalapp amp telegram togeth http co rbz ynvxhd,4,0.4404
229,messag app becam talk town owe new privaci polici suddenli life whatsappprivaci whatsappnewpolici whatsappstatu whatsapp markzuckerberg http co xxlp zpb,9,0.0
230,rt zoo bear tomorrow signalapp come arnab goswami pic front page ad news paper whatsapp arnabg ek,7,0.0
231,rt dayzher honestli funniest pictori represent algorithm work whatsapp http co ckrfcufz,4,0.5574
232,rt themollywoodu whatsappprivacypolici whatsapp updat term servic next month mandat user give lot per,1,0.0
233,use watusi io fouadraheb add new featur whatsapp messeng http co ipsaei dy,1,0.0
234,rt franciscorawr everyon complain facebook shadi whatsapp new privaci polici much better telegr,3,0.1027
235,rt leader truth still understand whatapp new polici video clarifi thing whatsapp whatsapppriv,7,0.3182
236,rt uranonop anonym million new user join telegram last hour direct consequ whatsapp announc,9,0.296
237,rt dindigulcinema watch forward master movi telegram whatsapp imprison year violat mast,2,0.0
238,qualit cap nation wide deliveri call dm medassist abujatwittercommun moal whatsapp research dustinhigg http co op dfzl c,2,0.0
239,rt india narr variou social media group especi whatsapp creat gang later start dissemin mater,3,0.0
240,rt hindu maharashtra congress demand arrest arnabgoswami alleg whatsapp chat former ceo,5,-0.4404
241,opensourc messeng signal threema receiv attent privaci concern user altern whatsapp oss foss secur dataprivaci datasecur sourcecod android messeng app e e encrypt e ee http co qvnwk ac http co yvzksxvnqr,4,0.0
242,rt thedeshbhakt leak whatsapp chat arnabgoswami make lot buzz big arnabg,1,-0.34
243,http co qvioxkvjjw puberkalom whatsappprivaci controversi whatsapp teligram,2,0.0
244,rt zoo bear tomorrow signalapp come arnab goswami pic front page ad news paper whatsapp arnabg ek,7,0.0
245,pr fail week mass exodu user whatsapp mix comm messag delay led huge mistrust consum self made pr crisi whatsapp commun pr prfreelanc theguardian prfail http co p hhr hex,1,-0.5423
246,rt meghupd take immedi cogniz ban whatsapp india confeder india trader cait strong letter,4,-0.0772
247,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,1,0.0
248,rt ahamayush meanwhil shitpost whatsapp whatsapp stori that call free speech,2,0.5106
249,smarter preschool riddl youtub american unitedkingdom covidiot covid lockdown whatsapp whatami surprisem twitter inaugurationday nationallockdown quarantineandchil http co ke micfz via youtub,3,0.4588
250,rt heelariouz haaaa god pleas let guid bussitchallang bussit bussitdownchalleng whatsapp telegram ronaldo thedovi,2,0.2732
251,whatsapp advis user googl remov group chat link whatsapp googl http co ibhui z,1,0.0
252,least collect danger user whatsapp http co atv tix ao,9,-0.5267
253,whatsapp messag end end encrypt also whatsapp new polici whatsappprivaci dhruvsharmayoga http co e nunsjsyo,7,0.0
254,rt account record whatsapp new privaci polici peopl worri much data collect compar signal app telegram,9,0.0
255,facebook repli whatsapp statu pleas harsh whatsapp http co rt uuevnbt,3,-0.4404
256,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,2,0.0
257,encrypt whatsapp chat leak,1,-0.34
258,rt shriniketh whatsapp messag end end encrypt also whatsapp new polici whatsappprivaci http co kpdpj,7,0.0
259,rt bhupendrachaub whatsapp row exactli hullabaloo what app worri even may commit,9,0.296
260,rt psyrajmishra open whatsapp morn like http co jyyloqrcwf,1,0.3612
261,trumpban ripbozo avfc whatsapp myspac trump suspend twitter potu jungkook blond melania kpoptwt anitwt follow spree http co afzsdpz p,3,-0.3182
262,whatsappprivaci whatsapp end end encrypt like http co w w ohvopl,7,0.3612
263,dr meghan campbel monograph women poverti equal explor concept equal cedaw address gender base poverti swomen equal spa address equal outcom backto fullrestitut cadburi whatsapp http co ed gratj,3,0.0
264,rt cybernew com whatsapp updat privaci polici allow share user data facebook user began abandon th,3,0.0516
265,rt biindia jainrounak whatsapp recent announc updat term servic privaci polici februari comin,3,0.0
266,use watusi io fouadraheb add new featur whatsapp messeng http co pjl hfuhp,1,0.0
267,rt mr aalekh whatsapp new privaci polici peopl worri much data collect compar signal app telegram amp fac,9,0.0
268,rt privacyint whatsapp updat term forc user share data facebook suggest updat,1,0.296
