,tweets_cleaned,Topic,compound_sentiment
77,meanwhil whatsapp good question question hurt bro simpl think regist whatsapp account know,0,-0.128
78,get set hour fun cruserendezv w oapaynigeria amp squad talk big issu whatsapp kuda insm crash mark zuckerberg pm tunein also listen us anywher world visit http co pvj utsslv http co min n zlr,6,0.1531
79,rt patthemav hey appl time releas imessag facetim platform whatsappprivaci whatsapp http co piplqnyznq,1,0.0
80,whatsapp stop work agre new term privaci polici read updat term servic privaci polici http co fy gbl sh whatsappnewpolici whatsappprivaci http co adbsdjqw,8,-0.296
81,think news rule privaci whatsapp feel whatsapp work stop spread fals news rumour sometim turn violenc whatsapp whatsappprivacypolici whatsappnewpolici fakenew informationministri markzuckerberg,0,-0.296
82,use watusi io fouadraheb add new featur whatsapp messeng http co ehvm quqp,5,0.0
83,upcopay upco intern ist like appl googl amazon begin peopl realiz massiv potenti altern whatsapp upcopay includ fiat crypto relat telcom opportun,6,0.4939
84,wear work tomorrow want go nake biko wear fine shirt slay offic layconxfir bussitchalleng whatsapp gratefulforerica elonmusk ickcommand harrywearamask http co jqcpbhbp p,8,0.2732
85,founder whatsapp brian acton founder signal quit fb whatsapp bought fb decid monet whatsapp due breach contract fb waiv us million payoff suppos get fb,7,0.0
86,use watusi io fouadraheb add new featur whatsapp messeng http co jnyxoqqayx,5,0.0
87,mayb stingi boya broke ni return id card invest us invest bitcoin trade whatsappprivaci whatsapp http co olyp llm e,0,-0.4215
88,rt joewestbi fals choic face access onlin world either accept whatsapp new to delet account wh,0,0.3818
89,open whatsapp morn like http co qefgdfimmk,0,0.3612
90,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,9,0.0
91,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,9,0.0
92,si usa whatsapp esto te interesa http co bgdgzroo,0,0.0
93,rt ben aliyimm new updat whatsapp made creat big discuss area peopl care data privac,8,0.4939
94,anubhutimatta spoke bunch whatsapp altern across globe usp one claim respect user privaci mywickr jami social briarapp threemaapp wire troopmesseng spikenowhq divijualsuspect http co qxdpecnccc,8,0.4767
95,use watusi io fouadraheb add new featur whatsapp messeng http co uaehsofni,5,0.0
96,signalapp first time peopl read privacypolici understood meant privaci deletewhatsapp meanwhil whatsapp http co fwjwpphtjf,6,0.0
97,rt privacyint whatsapp updat term forc user share data facebook suggest updat,1,0.296
98,rt sanket whatsapp privaci polici watch full show http co ao xsqu h what,1,0.0
99,mega sale week backpack avail low price whatsapp order deliveri cost http co irhpvrbw w,0,-0.2732
100,sublim natur intens hair condition oliv oil hair mayonnais secret combin get healthi hair get today soulmateng haircar naturalbeauti naturalhairgeng haircondition mercyekeisavib whatsapp http co wnm nti ju,0,0.0
101,use watusi io fouadraheb add new featur whatsapp messeng http co fmmqkffk e,5,0.0
102,time exit whatsapp compromis data share facebook dataprivaci possibl myth tune pm hear acorn jiten jain amp sreenidhiv peopleseditor takshashilainst ikigailaw livestream http co crdhgjgjqj mukhia ji http co wo z c h f,1,0.296
103,rt thedeshbhakt anti goswami brigad predict end fall grace due whatsapp leak bhaktbanerj,3,-0.2263
104,pranavkasturi worri guy whatsapp never appli rule india watch http co gymurffcuf signalapp whatsappprivacypolici whatsappnewpolici,1,0.0
105,use watusi io fouadraheb add new featur whatsapp messeng http co dq yrwmj,5,0.0
106,use watusi io fouadraheb add new featur whatsapp messeng http co c q ksdwb,5,0.0
107,rt gabriela jca realli scare read new term condit whatsapp instagram goodby littl privaci,8,-0.4939
108,rt zaidtaqiuddin woww serious whatsapp whatsapp move telegram http co b szrwe,0,-0.0772
109,use watusi io fouadraheb add new featur whatsapp messeng http co uhgr n df,5,0.0
110,hour call souvikm signal solid stuff realli easi indian user abandon whatsapp privaci sure gonna make huge impact,8,0.3182
111,inform signal foundat creat whatsapp co founder brian acton signal messeng ceo moxi marlinspik acton left whatsapp donat million help fund signal http co nwfnkuqp,5,0.4019
112,unnecessari panic regret move whatsapp new whatsappprivacypolici signal loos tower rais,0,-0.7269
113,interest comparison forb major messag platform data privaci label io signalapp excel appl imessag good whatsapp umm facebook messeng wth even health fit liter pick privaci http co bmote bczn,1,0.7906
114,rt lowiqdetect uykulu uykulu zle meyi kabul edip twitter e girmi imdir whatsapp http co suucw wn,1,0.0
115,avail hot spici cam show camwithfac camindia sexi sologirl withfacecam stock facecam cammodel nudeshow sexybhabhi desigirl livecamgirl realcamgirl sex whatsapp indiancamgirl desicamgirl desicamshow camgirl sareeshow gujratigirl http co dvq hriobt,0,0.0
116,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,9,0.0
117,use watusi io fouadraheb add new featur whatsapp messeng http co yetx ezldb,5,0.0
118,rt mr aalekh whatsapp new privaci polici peopl worri much data collect compar signal app telegram amp fac,9,0.0
119,rt thehackersnew whatsapp updat privaci polici term servic make data share facebook mandatori imp,1,0.296
120,whatsapp whatsapp defer polici chang till march feel right signal power http co fjmdxkwszc,8,-0.296
121,mif whatsapp polici mani user pour anger meme amp declar switch telegram whatsappnewpolici telegram whatsappprivaci facebook whatsappprivacypolici http co fumn hdijh,0,-0.5719
122,long laugh never ceas amus famousquot quot mondaymotiv whatsapp whatsappstatu shareinspirequot,0,0.5574
123,whartonfintech insigniavc upco intern like appl googl amazon begin peopl realiz massiv potenti altern whatsapp upcopay includ fiat crypto relat telcom opportun isin ca mk mio cad,6,0.4939
124,privaci guy whatsappnewpolici like whatsapp whatsappprivaci whatsapppolici whatsappprivacypolici whatsappupd savukku privaci privacypolici http co qzlqxe ezl,1,0.3612
125,rt amitangshu never use whatsapp ever alway saw invas amp privaci violat tool india translat,4,0.0
126,app vs telegram vs signal follow techgalena stay updat latest technew turn post notif turn stori notif techgalena technew facebook signal whatsapp whatsappprivacypolici banwhatsapp privaci telegram http co twb x kad,0,0.0
127,rt haissamx ever happen autom whatsapp facebook privaci daysofcod nocod lowcod noprivaci autom http,1,0.0
128,whatsapp vs signal one prefer thescrbblr http co gp bllffcj,0,0.0
129,hey everyon receiv whatsappprivacypolici updat one receiv whatsappprivaci whatsapp whatsapppolici http co nqbhrbz ba,0,0.0
130,accord durov facebook entir depart devot figur telegram popular facebook whatsapp telegram http co tm eahuyxw,1,0.4215
131,govern respond whatsapp chat arnab barc partho dasgupta allegedli mention pm sr journalist sabanaqvi share view bhupendrachaub dilipthecherian drsyquraishi ashutosh b satksingh chintamanirao priyankac talktobhupen http co wfmuy f dd,0,0.296
132,war signalapp whatsapp telegram separ fan base,0,-0.3818
133,use watusi io fouadraheb add new featur whatsapp messeng http co tfple g zs,5,0.0
134,exclus interview ritvick ab senior congress leader prithvirajchavan rais question regard purport whatsapp chat arnabgoswami demand thorough investig matter read http co tkori wcp http co bpbmtkrrw,0,-0.1027
135,rt bookworm monk favorit switzerland iseltwald l tschental whatsappprivaci whatsappstatu whatsapp bitcoin,0,0.0
136,deathless liber mind lack cling famousquot quot mondaymotiv whatsapp whatsappstatu shareinspirequot,0,-0.3182
137,use watusi io fouadraheb add new featur whatsapp messeng http co dhw habag,5,0.0
138,use watusi io fouadraheb add new featur whatsapp messeng http co tfwze emc,5,0.0
139,whatsapp telegram wechat facebook instagram twitter air qualiti pollut citi rank januari http co kkveeqzjzm,1,0.0
140,whatsapp,0,0.0
141,rt hindu transcript whatsapp messag intercept via former barc ceo pratho dasgupta phone run,0,0.0
142,strong commun sent union minist shri rsprasad today caitindia reiter whatsapp must restrict implement new privaci polici amp technic audit whatsapp facebook amp instagram must conduct immedi secretarym ani http co xdlhyztqi,1,0.1779
143,use watusi io fouadraheb add new featur whatsapp messeng http co j kj gnr,5,0.0
144,rt officialnew similar whatsapp signal http co stzlgmojzv news tv technolog whatsapp signal similar,0,0.0
145,rt kashmir watch whatsapp ask user accept new whatsappprivacypolici share data facebook begi,1,0.5859
146,rt hindu transcript whatsapp messag intercept via former barc ceo pratho dasgupta phone run,0,0.0
147,alway user pay data metadata case free servic mishichoudhari http co zwauvsku r thetribunechd whatsappnewpolici whatsapp privaci dataprivaci,1,0.4404
148,rt thehackersnew bewar new wormabl android malwar spread automat whatsapp messag abus quick,5,0.0
149,anyon els ever ask confirm id facebook lockedout alert whatsapp btc bitcoin crypto altseason cryptonew http co wb dyqj,1,0.296
150,rt bdutt tavleen singh call like arnab goswami whatsapp shown king poodl es,0,0.3612
151,rt fsftamilnadu whatsapp internet monopoli christoph wyli chrisinsilico cambridgeanalytica whistleblow say,9,0.0
152,rt vardan use free product markzuckerberg whatsapp http co kxzuoisndt,4,0.5106
153,rt rudyshoushani join today pm vdl radio talk privaci whatsapp latest updat cybersecur http co,1,0.296
154,one perk live europ gdpr right friend tell still messag whatsapp even deletewhatsapp account need assist submit erasur person data request happi help http co fokzrtoao,0,0.7096
155,indian govern may call whatsapp explain new data privaci polici appli india europ whatsappprivaci http co vonw ksyin jainrounak http co l g yhd wc,8,0.0
156,stop use whatsapp use telegram,8,-0.296
157,elonmusk tell user move altern instant messag platform call signal whatsapp updat user privaci small comparison whatsapp signal app updat pp signalmesseng whatsappprivacypolici whatsappnewpolici http co zk gpcpsom,0,0.0
158,whatsapp group show googl search yet privaci theweek theweekl http co b xtealsxj,8,0.0
159,rt thehackersnew whatsapp updat privaci polici term servic make data share facebook mandatori imp,1,0.296
160,rt patel paresh summari arnab leak whatsapp chat arnabg arnabgoswami http co iepksgg ai,7,-0.34
161,rt perfectrizwan rubikaliyaquat arnabgoswamiexpos whatsapp mumbaipolic,0,0.0
162,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,9,0.0
163,use watusi io fouadraheb add new featur whatsapp messeng http co bgkc wrb,5,0.0
164,rt rkradhakrishn new condit impos whatsapp unaccept move platform read condit move away,8,0.0
165,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,4,0.0
166,rt vardan use free product markzuckerberg whatsapp http co kxzuoisndt,4,0.5106
167,runner sell african print also place order inform whatsapp number price combo r whatsapp http co bccosmzfho,0,0.0772
168,think better come privaci whatsapp signal app like whatsapp rt signal http co gyal,0,0.6597
169,hoop slide must n slide clip work pierc n design left piec valentinesdaygift whatsapp wednesdaymotiv wednesdaythought valentinesday http co hccq stpb,8,0.0
170,rt zoo bear tomorrow signalapp come arnab goswami pic front page ad news paper whatsapp arnabg ek,0,0.0
171,rt bala ibb good even pal hoodi k kindli rt help locat custom whatsapp telegram kidd bussitchalleng en,0,0.6808
172,rt rohitroy leav whatsapp telegram markzuckerberg come buy telegram http co gkfxd c,0,0.0
173,rt ssrajputinc call record whatsapp,7,0.0
174,humbl request whatsapp polici wala document urdu main bj haamri awam ko smj nhi aa raha whatsappprivacypolici whatsapp telegrama,0,0.0
175,tire reason whatsapp,3,0.0
176,use watusi io fouadraheb add new featur whatsapp messeng http co aa xu sf,5,0.0
177,use watusi io fouadraheb add new featur whatsapp messeng http co sfig f fke,5,0.0
178,rt sanket whatsapp privaci polici watch full show http co ao xsqu h what,1,0.0
179,amid backlash user india whatsapp delay new privaci polici three month meanwhil user zuckerberg http co ugvggg oje,8,-0.3182
180,grasp limit reason true philosophi famousquot quot mondaymotiv whatsapp whatsappstatu shareinspirequot,0,0.4215
181,mobilink jazz pleas add signalapp instead whatsapp free panel whatsappprivacypolici whatsappnewpolici whatsappprivaci time switch,9,0.5106
182,interest articl latest secur amp privaci world instant messag ppl interest commun love stuff drbresso garyloew philat postalhistori text imessag whatsapp rutger princetonu http co ex iqxxqfr,1,0.8807
183,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,4,0.0
184,hy twitter fam mani notic everybodi activ instagram whatsapp snapchat activ app twitter well believ everyon whose activ app creativ,0,0.2732
185,rt rafaybaloch reason signalapp secur whatsapp privaci secur signalapp whatsappprivacypolici http co,1,0.0
186,use watusi io fouadraheb add new featur whatsapp messeng http co erlhoamur,5,0.0
187,rt dptweet someon watch whatsappstatu whatsapp whatsapp headquart http co zrzwnjcg,0,0.0
188,whatsapp review term condit sapp polici whatsapp whatsappprivacypolici whatsapp whatsappnewpolici deletewhatsapp http co vk kw z nn,1,0.0
189,peopl plan delet whatsapp account move signal plan delet facebook instagram account,0,0.0
190,rt osman short accord new privaci polici whatsapp dont privaci anymor everi click whatsapp,8,0.0
191,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,4,0.0
192,rt niiarrizabalaga top whatsapp altern thank new whatsappprivaci element matrix element hq matrixdotorg e e,8,0.5106
193,bother whatsapp privaci rule go chang us bother got know still object shall remain social dilemma live facebook busi,1,-0.6705
194,rt ashishatri like whatsapp think option signal switch telegram whatsapp whatsappprivaci h,0,0.3612
195,rt sanket someon somewher must learnt lesson two leak whatsapp chat come back bite realli hard,3,-0.4215
196,rt ssrajputinc call record whatsapp,7,0.0
197,signalapp beat whatsapp becom top free app app store india whatsappprivacypolici appstor trend http co ucj u e w,9,0.6249
198,rt sputnikint pakistani pm accus modi dirti nexu media top anchor leak whatsapp chat imrankhanpti naren,7,-0.1531
199,signalapp time say goodby whtasapp whatsappprivacypolici whatsapp telegram signalapp http co vzjqrkajx,9,0.0
200,rt snowden wonder signalapp scale whatsapp decis sell user facebook led pro,4,0.0
201,rt shriniketh whatsapp messag end end encrypt also whatsapp new polici whatsappprivaci http co kpdpj,0,0.0
202,rt strait time whatsapp updat term servic allow data share parent compani facebook prompt,1,0.4767
203,rt gossmotho toss whatsapp bin new cool thing know pay digit footprint,8,0.2263
204,freak whatsapp privacypolici mean drop devic got wakeup call valu inform data ai hello amazon googl appl microsoft softwar robot innov http co owvqn rg,6,-0.5106
205,peopl shift whatsapp telegram http co wtsai nyo,0,0.0
206,gravitasplu show wait alway best explan trend issu palkisu time whatsapp new privaci polici well think india need whatsapp,1,0.743
207,rt kasperski taken leap whatsapp fb messeng telegram boost privaci amp secur http co lxkp,1,0.4019
208,rt leader truth still understand whatapp new polici video clarifi thing whatsapp whatsapppriv,8,0.3182
209,user global instal signal sunday nearli fold compar download number januari day whatsapp updat privaci term accord data research firm apptopia whatsnewpolici whatsapp signal etribun http co phnfcqxod,8,0.0772
210,rt nivedanahta saw recent statu updat whatsapp think leak see fast delet messag c,0,-0.34
211,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,9,0.0
212,rt thehackersnew whatsapp updat privaci polici term servic make data share facebook mandatori imp,1,0.296
213,whatsapp whatsapp whatsappdelet deletewhatsapp uninstallwhatsapp boycottwhatsapp indian user delet whatsapp let make uniti privaci,8,0.0
214,rt xx network chaum fb collect data use whatsapp privaci facebook whatsapp zuckerberg tri fool peopl,1,-0.4404
215,insid stori signal becam privat messag app age fear distrust signal vs whatsapp http co bqfmkw kh,0,-0.7184
216,signal vs whatsapp mini saga messagingapp privaci secur goe view messagingapp http co qjryxbr sk,0,0.0
217,meanwhil uddhav thackeray arnab arnabgoswami republictv whatsapp uddhavthackeray meme http co bfauzzlnrw,0,0.0
218,rt khaleejtim popular messag app whatsapp jan clarifi new whatsappprivaci affect privaci user,8,0.4215
219,rt zeenewsenglish move whatsapp chat histori telegram know use migrat tool simpl step whatsapp telegr,0,0.0
220,propos chang whatsapp privaci polici rais grave concern withdrawn indian govt whatsapp ceo cathcart pti,8,-0.3818
221,whatsapp adopt new rule postpon month whatsapp facebook http co zjmg jx j,1,0.1779
222,whatsapp new privaci polici rajab tayyab erdogan media offic made big announc http co ceb yc n whatsapp erdogan,8,0.0
223,privaci polici onlin illeg consent broken new idea need love articl privaci whatsapp whatsappprivaci news http co u hx zdv via indianexpress,1,0.4588
224,rt meghupd take immedi cogniz ban whatsapp india confeder india trader cait strong letter,4,-0.0772
225,happen whatsapp,9,0.0
226,migrat whatsapp revolut knee jerk reaction rememb still facebook instagram realli move,1,-0.34
227,thing happen twitter player wargam boardgam roleplay migrat parler gab instagram whatsapp discord,1,-0.4019
228,rt nedricknew signalapp beat whatsapp becom top free app app store india whatsappprivacypolici appstor trend http,9,0.6249
229,civic fm would like take opportun convey congratulatori messag ms dipolelo hou win miss plu intercontinent south africa titl civicfmn andilencub whatsapp shonisanilethol bonang somizi http co u wqlmg e,5,0.6908
230,new articl blog pleas check http co r w psqfx direct toward help youth find place spiritu creat awar nigeria laycondubaitour laycononjimmyjumpoff whatsapp abujatotheworld loveislandusa http co lmi kgkeiv,0,0.4019
231,whatsapp insist user find privaci polici wonder leaver interest left data sell announc trigger mass evacu telegram offer transfer group chat also along content old messag swift act http co vf qosdx,8,0.5859
232,face huge backlash concern user around world whatsapp implementa controversi privaci updat may counter damag done userbas lakh peopl start uninstal amp move signal telegram http co peurez gt,1,0.5267
233,rt atdsingh beauti natur receiv whatsapp http co zmokbhhq,0,0.0
234,thehackersnew privaci longer safe patel goal encrochat key allow secur servic spi phone comput messag email everyth us longer safe patel pervi secret polic whatsapp encrochat,1,0.7717
235,fall love thewritereaderpriya graholog makeuptutori selflov selfcar featur viral trend pune mumbai writerscommun artist goodnight goodvib inspir losangel california santamonica santabarbara hr market hyderabad http co njsom v ib,5,0.6369
236,whatsapp modi ban app privaci issu whatsapp fb collect data show modi world biggest hippocr whatsapp http co hzvggqoeh,1,-0.5574
237,rt zeenewsenglish move whatsapp chat histori telegram know use migrat tool simpl step whatsapp telegr,0,0.0
238,breakingnew whatsapp gorgeou dog http co fqrgzj v,0,0.0
239,enjoy develop custom applic scratch get custom applic contact us whatsapp codingskil flutterdev flutterdevelop crossplatformappdevelop http co bsdvicemfk,8,0.4939
240,rt showvc avail vc vcstrust info rr tipu tipu realaccount whatsapp line ginavc vcscroot vcsreal ope,0,0.0
241,rt dayzher honestli funniest pictori represent algorithm work whatsapp http co ckrfcufz,4,0.5574
242,rt yadavshamita happen news sourc whatsapp inko bharat ratna pleas http co wncmkinqq,9,0.0
243,rt nggita whatsapp mark zuckerberg ad contact list http co ljc jclz f,8,0.0
244,question ntd ask away call follow get insight neglectedtropicaldiseas endtheneglect ntdroadmap beatntd tamadunizetuk whatsapp wednesdaymotiv http co ceszx v,0,0.0
245,rt sapariyavni tweet pic u clearli say secur privat messag app whatsapp telegram signalap,0,0.0
246,aha j attendai ce moment il pa eu whatsapp http co e kg ewbp,0,0.0
247,rt caitindia strong commun sent union minist shri rsprasad today caitindia reiter whatsapp must rest,0,0.5106
248,whatsapp continu face deep distrust among user around new privaci polici despit repeat claim facebook own messag app convers platform end end encrypt whatsappstatu whatsappleak http co uzeyebptr,0,-0.4215
249,funni move mani peopl whatsapp signal telegram never saw mani peopl friend turn medium short time,0,0.4939
250,use watusi io fouadraheb add new featur whatsapp messeng http co bjnhqlwudl,5,0.0
251,understand issu easili via video googl index phone number text whatsapp web infosec whatsapp privaci googl http co j ymllljt,6,0.0772
252,rt meow pakistani privaci issu address resolv whatsapp whatsapp whatsappprivaci http co tde zymrab,0,0.0
253,rt saudi gazett poll chang whatsapp privaci polici would continu whatsapp shift anoth app still ass,8,-0.5423
254,new forb ye still use whatsapp despit might read least need make immedi chang make sure data account safe http co laknxrnkjz,8,0.6369
255,whatsapp tweak polici share person data expert rais massiv concern dataprotect saharzaman explain new chang worri data option watch theurbandeb understand live http co xdqf http co br xm ipuo,1,0.296
256,use watusi io fouadraheb add new featur whatsapp messeng http co kdbg gmhek,5,0.0
257,rt privacyint whatsapp updat term forc user share data facebook suggest updat,1,0.296
258,rt litskinayo talk whatsapp join telegram channel enjoy unlimit hd movi wallpap download steadi cash,0,0.6597
259,rt arynewsoffici whatsapp controversi turkey top offici institut switch new messag app arynew http co fskivmo,0,0.2023
260,think signalapp server overwhelm peopl migrat whatsapp signalmesseng,0,-0.1779
261,http co fnppx qx whatsapp spotifywrap spotifi bbc xtra drillmus newreleas lockdownuk giletsjaun youtubemus londonislovingit london musicproduct southafrica hiphop peaceandlov milkshakemellow http co c vofvp,0,0.0
262,lose access whatsapp feb unless agre facebook data share http co h f irqeb via businessinsid,1,-0.128
263,arnabgoswami go guy plan attack indianarmi pakistan whatsapp chat prove beyond doubt plan hatch make modi sweep elect becom clear http co w atn pri,7,-0.4588
264,million peopl use whatsapp messag busi account daili could use newest featur brand via theverg http co yxksvdcprf http co x pbgjki x,5,0.0
265,modern day contractu consent part tale good secret keeper whatsapp get away contract misinterpret use right verbiag amp terminolog facebook whatsapp whatsappprivaci http co sycxtopx,0,0.5859
266,whatsapp messeng readi test io test search sticker miss incom call delet messag everyon,0,-0.1531
