,tweets_cleaned,Topic,compound_sentiment
102,download best wallpap prepar telegram account http co kotv vj,9,0.6369
103,lot intraday profitttt join premium group free cost contact us regular updat post telegram link join http co artjrc r nifti banknifti trade bankniftyfutur niftyfutur invest http co ovx itblxw,2,0.7717
104,holi shit minut alreadi amaz conspiraci parlertak telegram http co sc hnwsjq,9,-0.5574
105,want stay date latest cybersecur news join offici telegram channel get instant notif http co tucf kg,3,0.3612
106,rt anastasyakh avail vc bo real trust minat dm wa lifegoeson mrqueen telegram selebgram trend,8,0.5106
107,signal telegram benc whatsapp tan te yol yok,9,0.0
108,buddhistdoor global featur want readi death train like athlet chang relationship death death die buddhism accept grief loss relationship read http co iauouxosm http co jwvousiua,2,-0.9493
109,rt anadoluag featur famili uighur dread rel china uighur turkey want find abou,8,-0.4019
110,rt rajdeep dy peopl instal telegram whatsapp chang polici alreadi telegram download movi,9,0.0
111,corona info india new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,0,-0.8316
112,rt saloni telegram peopl instal telegram alreadi use download web seri movi free http,9,0.5106
113,claudia napoleon epico cachet copa donofrio soy de boca boquita bazuca pinola german higuain latorr mu eco hoy juega boca vicki river america nacho whatsapp telegram whatsapp instagram airdrop instagram binancesmartchain instagramdown http co curvn ro,5,0.0
114,come telegram,9,0.0
115,http co zwqu dmysq whatsappprivacypolici whatsappprivaci telegram,9,0.0
116,rt unexpect omer telegram whatsappsiliyoruz haydin gidek hanimlar beyler http co ymvpkqemmo,8,0.0
117,rt vershapost new updat privaci polici whatsapp like whatsappprivaci telegram whatsappnewpolici http co ftmkrkkyti,9,0.3612
118,buy cloud mine invest project deal mine trade buy cloud mine http co eaqdvm ny telegram bittrex binanc bitfinex btcemt btc mine btcusd bitcoin,5,0.0
119,rt imshe whatsappprivacypolici telegram signalapp,9,0.0
120,rt anishkca happi new year use statu telegram trisha trishakrishnan trishahot tamilactress tamilfilm actress actr,9,0.0
121,anumavidisha http co gc c mnyn give full debat better switch signal telegram expert opin case issu get resolv,9,0.4404
122,polkabridg airdrop complet task join telegram http co lxxmtdur follow retweet realpolkabridg fill form get pbr pbr referr form http co rufdapyqc referr telegram da crypto altseason ethereum dotbtc http co nif l,5,0.296
123,telegram owner whatsapp new user polici telegram http co nlag tmygn,9,0.0
124,joebiden free thinker love discuss cut edg side religion psycholog sex sexual join telegram channel mutter mind tele commin mani versatil topic http co yvjwdabc,4,0.8225
125,rt heelariouz haaaa god pleas let guid bussitchallang bussit bussitdownchalleng whatsapp telegram ronaldo thedovi,9,0.2732
126,rt corona warrior new updat whatsapp privaci polici telegram http co bahe rggom,9,0.0
127,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,0,-0.8316
128,whatsapp peopl worri account delet worri privaci data steal share other either take peopl dumb whatsappprivaci telegram,9,-0.6486
129,http co w noz x telegram trumptwitterban trumpban saturdaythought saturdaymotiv saturdaymorn blacktwitteraward big tech krackfromtoday,8,0.0
130,platform go choos let switch signal http co yt gspiep receiv interest video share next whatsapp telegram signal messag app applic dataprivaci datastorag followfollowfol http co vvcpog dc,9,0.6369
131,new articl one week histor figur would like see featur blog year,3,0.3612
132,contact person fond take relationship next level referr credit allow touch feel romanc romant marriag wed premium featur regist recommend referr credit partner perfect apnijodi http co bee ep kvr,8,0.9349
133,demockeryci hijack cannot give data indian give data crook american businessman earn sell data amaz telegram whatsapp atmanirbharbharat vocalforloc,9,0.0
134,rt chubedan ch h ng x part telegram http co pxbk oj e,8,0.0
135,http co f ypmpov bitcoin ethereum crypto binanc cexio payeer telegram,5,0.0
136,abhayk free thinker signalapp u tri hikeapp sometim automat back telegram tell ur stori other,9,0.5106
137,rt thedailycrypto telegram signal iost moon iost hit th target achiev mega profit join free telegram c,9,0.8126
138,rt appledaili hk featur eve bitten appl forbidden fruit world would news peopl would,3,-0.4215
139,recent banish conserv move telegram list alleg acct http co yft avkuev,9,-0.4404
140,telegram hit anoth jab whatsapp abil import chat histori everytechev telegram whatsapp http co nftefv ypp,5,0.0
141,rt startup magnat rt kada soulayman time z code test someon dark python c telegram face,9,0.0
142,wish appl alreadi allow imessag android deal whatsapp telegram signalapp thigh,8,0.5574
143,rt shiftform messeng best whatsapp altern replac futur messeng whatsapp telegram signal th,9,0.6369
144,rt radio azureu telegram signal android linux opensourc closedsourc posix womenwhocod congratul favourit,4,0.0
145,rt itsmyturn telegram surpass million activ user http co fd esor l,9,0.0
146,iambawzcartel free thinker love discuss cut edg side religion psycholog sex sexual join telegram channel mutter mind tele commin mani versatil topic http co yvjwdabc,4,0.8225
147,listen whatev choos telegram signalapp choos right abandon whatsappnewpolici choos one telegram signal http co cwupshb uq,9,-0.4404
148,hello whatsapp user welcom telegram,9,0.0
149,rt kashmirtraitor n twitter facebook telegram social media seen use spread recruit notif,3,0.0
150,corona info india new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,0,-0.8316
151,whatsapp privaci chang peopl shift telegram signal markzuckerberg wait come buy telegram signalapp elonmusk whatsappnewpolici http co la yparil,9,0.0
152,right moment dear twittersupport may cri racist right wing extremist donald trump jr get one way ticket telegram get togeth fascist counterpart pleas,4,-0.7184
153,signalapp peopl use telegram signal add blue heart end twitter name let see mani like rt spread,9,0.3612
154,telegram signal bought facebook inshallah everyon come back whatsapp,9,0.0
155,guy think whatsappnewpolici realli go spoil one best app telegram go replac whatsapp peopl around world creat meme whatsapp http co oj sjmsjc,9,0.6369
156,tosdi give away today name mean tosdi decod name tosdi amp dm answer tosdisfin join telegram http co ywgd euchq defi btc crypto eth giveaway bitcoin xrp link http co xgstn kyvt,5,0.296
157,hola papi rt mira al privado whatsapp http co lfhepu frh telegram http co igahfvheti http co nq c thah,5,0.0
158,rt basikumatiya tell social media chat use person busi purpos telegram whatsapp comment,9,0.0
159,telegram moment http co w wwdvrytu,9,0.0
160,whatsappprivacypolici telegram http co ho ggcjnwh,9,0.0
161,rt mxc exchang join telegram group yet real action happen one conveni cryptocurreci,8,0.296
162,se ore aprovechen dejen whatsapp nans telegram,9,0.0
163,rt krh use onward whatsapp telegram signal,9,0.0
164,import telegram compar social network alreadi,9,0.0
165,use guid everyon migrat whatsapp comparison messag platform along data polici cryptograph protect countri registr etc telegram signal http co uepvrobrmk http co sfdiabpc,9,0.3818
166,http co wev tja n bitcoin ethereum crypto binanc cexio payeer telegram,5,0.0
167,rt heshmatalavi find telegram http co rovpst cxl gab heshmat alavi,8,0.0
168,rt euniceboss convert knowledg valu train capabuil ltd empoweringpeopl telegram whatsapp http co jd blrb xc,5,0.0
169,rt yfinancecash best privaci polici cctip io airdrop yfch telegram whatsapp yfch defi bitcoin cryptocur,5,0.6369
170,congratul telegram mani more come kindli modifi massag seen amp stori statu option telegramgroup telegramgroup telegram whatsappnewpolici whatsapp whatsappprivacypolici http co afvdl vke,9,0.0
171,whatsapp privaci polici chang instal telegram delet whatapp whatapp http co ufufwcsbh,9,0.0
172,im serious bore today cant go anywher im open session today kik skype telegram whatsapp teamview anydesk almost type session welcom entertain need,0,0.0
173,find social media cam site linktre take straight profil http co ofquvbvg model camgirl brunett dancer entertain socialmedia link featur sinsationalfeatur,3,0.4939
174,seem current shortag good music video right obviou reason crowd sourc video send new track differ peopl video edit variou track togeth telegram ideal send receiv video,8,0.743
175,smoke strictli forbidden offic akhuwat mawakhat telegram,3,-0.4215
176,rt harshhhh zone telegram founder assur never put user privaci risk le zucku bhaiya http co wctdudwwt,9,-0.2732
177,solid page new wip wait share cool collabor everyon patient ale patient screenwrit storytel featur filmmak http co khnfof uvj,9,0.6249
178,rt goddesssolac im serious bore today cant go anywher im open session today kik skype telegram whatsapp teamview,0,-0.3182
179,rt sushma whatsappnewpolici new updat privaci polici whatsapp like whatsappprivaci telegram whatsappnewpolici ht,9,0.3612
180,check channel telegram yet post interest help articl updat interest tidbit domain everi day join http co tjweptk xb telegram algotrad quant http co v pnqu ik,8,0.872
181,heard gift scheme telegram,8,0.4404
182,telegram import whatsapp chat histori move chat io goto contact info group info page whatsapp tap export chat android goto whatsapp chat tap gt gt export chat choos telegram share menu follow us techtip techsieg,5,0.6597
183,telegram exce activ user use xwallet app send cryptogift telegram contact instantli without commiss check vid support btc npx fx mani,9,0.4019
184,washington group su appl take action remov messag app telegram alleg platform allow violent radic discuss relat uscapitolbreach http co gnnoblw vj,9,-0.4588
185,probabl biggest migrat go happen planet whatsapp telegram signal,9,0.0
186,time switch telegram,9,0.0
187,start telegram group crypto commun come share view invest idea stuff like mind peopl pleas join retweeet link pleas digibyt dgb http co zugok qx,9,0.7096
188,rt kashmirtraitor n twitter facebook telegram social media seen use spread recruit notif,3,0.0
189,rt raajputani either whatsapp suppos take back point whatsapp next nokia think telegram,9,0.0
190,kittu anarchistpandey kaashimishra tthakurayan lowbpnew kingabhi ab fan aloktiwari aadi purush thank need signal implement messag edit better ui element customis like telegram hope month team telegram,8,0.9022
191,new updat privaci polici whatsapp like whatsappprivaci telegram whatsappnewpolici http co jfj w mvpi,9,0.3612
192,rt lion sensei reminisc good time look dri ass chat whatsapp go new home telegram http,9,-0.1531
193,woww serious whatsapp whatsapp move telegram http co b szrwe,5,-0.0772
194,signalapp app like telegram signalapp prefer much see whatsappnewpolici time switch app rather use whatsapp,9,0.3612
195,signalapp telegram whatsapp postpon privaci polici till may http co prykdh jx,9,0.0
196,move whatsapp chat histori telegram know use migrat tool simpl step whatsapp telegram http co ntxl gdla,5,0.0
197,telegram white nationalist tri radic flee parler join normi chat show love uniti fbi usa trump republican insurrect capitolriot attemptedcoup http co jvxwqeteeu,5,0.7506
198,socialmedia send crypto rpd linkshar facebook reddit whatsapp twitch youtub instagram sm telegram manni download appl android http co zwmwbfzwiz rapidsnetwork http co bi wtnhp,8,0.0
199,presid unit state regist telegram januari subscrib subscrib hour donald trump subscrib everyon subscrib subscrib http co sgrsiwx x,9,0.0
200,rt spinesurgeon ppe payir tamil crop protect equip telegram http co ersp ww x,9,0.3818
201,signal telegram whatsappprivacypolici,9,0.0
202,ooranjan comparison telegram use desktop standalon app download mobil signal way telegram app far better signal signalapp telegram signalapp telegram,9,0.4404
203,rt nclaozturk telegram ge inc whatsappsiliyoruz http co vqayzb h,8,0.0
204,rt sapariyavni tweet pic u clearli say secur privat messag app whatsapp telegram signalap,9,0.0
205,zuckerberg updat what app privaci polici telegram signalapp http co oojgc su e,9,0.0
206,rt psudotcom everi playstat game releas http co f ix r b ps playstat featur guid http co syn syknk,5,0.0
207,rt buddhistdoor buddhistdoor global featur proport life new column sacr express creativ life ar,2,0.0
208,rt lyndonx great video happen network go min join group telegram far http co hyg hu lq,8,0.743
209,censorship twitter mew signal telegram,9,0.0
210,rt heelariouz haaaa god pleas let guid bussitchallang bussit bussitdownchalleng whatsapp telegram ronaldo thedovi,9,0.2732
211,rt defendassang five easi thing catalan thwart rajoy censorship spi vpn wire telegram signal firechat http,8,0.0
212,success design info tool tip small busi creativ problem solv budget youtub http co aneh xzuu telegram http co h iwoi entrepreneurship hardworkpaysoff,5,0.25
213,axdmcflysport join telegram channel info nfl sportsbet bitcoin ethereum amp cryptocurr http co xw iifajm http co zqtqwafgix btc ltc dash bnb xvg xrp bat trx usdt tusd usdc xmr link eo neo doge link,5,0.296
214,benvaza mybroadband switch telegram telegram,9,0.0
215,accord new whatsappprivacypolici longer use whatsapp meanwhil activ telegram hope sensibl stop use whatsapp,9,0.1779
216,mark think agent ceo right time shift telegram signalapp markzuckerberg http co beon rufgi,9,0.0
217,telegram signal whatsapp gt http co oyf,9,0.2732
218,fact checker outsid u say telegram becom refug look avoid scrutini platform read stori harrisonmanta http co kfyc gg factcheck factcheck factcheck fact ifcn coronaviru telegram http co wopq cbwrr,9,0.0
219,rt andriyukrainet freedom speech democraci action bolshevik biden regim continu telegram pleas join,9,0.7506
220,telegram chief report million new user three day telegram whatsapp,9,0.0
221,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,0,-0.8316
222,big tech suck escap world big tech censorship join http co zvi vroagn let voic heard gab parler telegram skype myspac facebook twitter tumblr puresoci puresocialnetwork puresocialtv digitialwarrior http co fu suystm,8,-0.7506
223,rt modelssanskaari sager chouhan u want full uncov video retweet messag telegram telegram id name lovepan,8,0.0772
224,rt thtechcom telegram great time ditch whatsapp whatsappprivacypolici whatsapp thetechcom airdrop te,9,0.6249
225,shift away whatsapp look avenu keep occupi accur interest articl video natur frontlin wonder countri join us telegram http co favqax qt telegram environ news video http co piuyb tgpb,9,0.7906
226,everybodi switch telegram alreadi use movi http co axq xcd,9,0.0
227,rt heelariouz haaaa god pleas let guid bussitchallang bussit bussitdownchalleng whatsapp telegram ronaldo thedovi,9,0.2732
228,quick survey continu use whatsapp new privaci rule allow compani share person data includ interact account think tri telegram,9,0.4767
229,rt yfinancecash got yfch alreadi current price yfch eth btc eth bitcoin ethereum telegram cctip,5,0.0
230,daisi start decentr system base artifici intellig chanc start januari telegram info kanal daisi news http co fsl pqorx daisi telegram financ trade ai app crowdfund http co jf enx kh,5,0.0
231,rt zaidtaqiuddin woww serious whatsapp whatsapp move telegram http co b szrwe,5,-0.0772
232,facebook test brand safeti topic exclus advertis http co wk sauq telegram bigdata hadoop maga ecommerc sale confin vitsusa,9,0.0
233,r u look forex train need get trust forexsign email telegram sm amp trade handsom shaman signalsbreakout hudsonvieira maorski vladbelfin krishtinaj bonu vladbelfin fluffypau joohni http co hh enkb,8,0.5106
234,mgl buy target sl join premium group free cost contact us whatsup regular updat post telegram link join http co artjrc r nifti banknifti trade bankniftyfutur niftyfutur invest http co wjpoo urz,2,0.7717
235,rt hnn x peopl start uninstal whatsapp instal telegram new privaci polici instagram facebook pr,9,0.0
236,indian messeng app hike shut tomorrow switch telegram signal whatsappnewpolici whatsappprivaci issu quot repli,9,0.0
237,rt appletermin news appl face legal lawsuit pressur remov telegram appstor due increas right,4,-0.1027
238,hey use telegram telegram,9,0.0
239,geekyranjit time say byebyewhatsapp altern telegram,9,0.0
240,rt ankur panthri new harshad mehta signal signalapp whatsappnewpolici whatsappprivacypolici whatsappprivaci telegram http,9,0.0
241,rt dindigulcinema watch forward master movi telegram whatsapp imprison year violat mast,2,0.0
242,love tg sticker tg bole telegram,4,0.6369
243,whatsappprivaci whatsapp whatsappnewpolici facebook telegram signal,9,0.0
244,rt kuttrapali telegram revolut begin tomorrow tech fund techq trade setup stock index oi vol analysi news first invi,9,0.0
245,current candid candid phase coronaviru covid covid vaccin vaccin vaccin use telegram add bot coronatrackernep bot get detail notif sourc http co hmuwd efiq,0,0.0
246,signal roll new featur compet whatsapp v updat whatsapp telegram signal http co x bm p zyn,9,0.0
247,follow secur tri test whatsapp altern app work like whatsapp without invad person space http co izgez ql whatsappprivaci whatsapp signalapp whatsappnewpolici telegram,9,0.3612
248,need someon fuck fuckm young teen hornyteen teenpussi perv telegram,9,-0.5423
249,rt cancertruthnew guy censorship free share inform join us brand new telegram station final enabl comm,9,0.7717
250,kozzz realubaidbutt telegram go thing tri monetis platform http co njrtgcnkrw,9,0.0
251,one word telegram alreadi use share experi,9,0.296
252,buddhistdoor global featur environment warrior buddhist eco monk tree ordin buddhistdoor global monast advoc environ thailand cambodia ecolog activ forest theravada ecosi tem read http co ta ef zsq http co egcnku isu,2,0.0
253,properti abuja estat plot sell fast lugb fha dm detail telegram whatsapp realest abujatwittercommun abuja,9,0.0
254,join fast grow telegram commun chat team commun member http co payxmiy cn pnetwork defi interoper,5,0.296
255,rt angelovalidiya follow telegram channel need know scienc go world soon upgrad,3,0.0
256,http co rhdfbu nig review http co lnvrpj q fake scam websit goup user telegram,9,-0.7783
257,rt gawiesnr discov awesom featur abandon whatsapp use altern telegram c,9,-0.4404
258,rt appletermin news appl face legal lawsuit pressur remov telegram appstor due increas right,4,-0.1027
259,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,0,-0.8316
260,rt heelariouz haaaa god pleas let guid bussitchallang bussit bussitdownchalleng whatsapp telegram ronaldo thedovi,9,0.2732
261,whatsappnewpolici final got reason delet market app whatsapp time shift anoth app privaci data mani us alreadi accept updat without read dosto instal bye data stealer telegram signalapp whatsappprivaci http co iwn nkacdi,9,-0.0258
262,get access global audienc start monet game need telegram messeng mainwallet http co kelkw b bankex digitalasset bitcoin blockchain game crypto http co cbfxbswpt,5,0.0
263,rt wasimtariq new updat privaci whatsapp user polici whatsappnewpolici telegram http co yg duailza,9,0.0
264,whatsappprivacypolici telegram telegram switch,9,0.0
265,rt rcri final moment peopl realiz use whatsapp anymor prefer use signal telegram get signal,9,0.0
266,whatsapp http co w yelmhxw whatsapp newupd facebook nationalsecur signal telegram newpolici instagram nationalnew punjabkesari punjabkesarinew http co j yydrjl,9,0.0
267,messag app compar signal telegram whatsapp http co fzqlsnmukp,9,0.0
268,rt itsmyturn telegram surpass million activ user http co fd esor l,9,0.0
